,Account Management,Billing & Payments,Complaints,"Discounts, Offers, Promotions",Disputes,Fees and charges,Fraud,"Modifications, Cancellation and Refunds",Ordering Process,Product or Service Details,Product or Service Quality issues,Purchase Pricing Enquiry,Scheduling Appointments,Shipping  & Order Status,Warranty & Repairs,Website Issue
Billing & Payments,-0.343578293074,-0.0448363661654,-1.26549769403,-0.930191547442,-1.28578074607,-1.81133211565,-1.27205291232,-0.825065582713,-1.34846429226,-1.21132574542,-0.860868456921,-1.38676266178,-1.61361335468,-1.57794109427,-1.1542474308,-1.48884944627
Purchase Pricing Enquiry,-0.965963147048,-1.59192526464,-1.26182383823,-1.58715032251,-1.55015485475,-1.27051709891,-1.32458172072,-2.2386585077,-1.20471538813,-1.73545743511,-0.874187464932,0.237309274761,-1.16114123036,-1.61058715364,-1.39548325068,-1.1611541914
Account Management,0.440922277616,-0.565907098498,-1.27970869388,-0.864030313184,-1.17063171698,-0.976272634148,-1.08355581923,-1.37391825128,-1.25839561613,-1.83162904543,-1.80564340744,-1.75397351463,-1.50469151641,-1.55479948387,-1.13413600847,-1.22150385953
Billing & Payments,-1.5304177108,0.387056941983,-0.997022767681,-1.52020258197,-0.452890309705,-1.93530733861,-0.946895490378,-2.03625891709,-1.04227910207,-1.32846604578,-1.27473589663,-1.46172777489,-1.46321390363,-0.757400008123,-0.809705825878,-0.834867357906
Account Management,0.82104477663,-1.00472813537,-1.49542184014,-1.28642092511,-2.27733791047,-1.18520806039,-1.32813244303,-0.367578048948,-1.39135435548,-1.18461365799,-2.12524897541,-1.71877283604,-1.75064849753,-1.3525169408,-1.95048518236,-1.38345760865
Account Management,0.613032575343,-0.831066552119,-0.953535328741,-0.801040567908,-0.957315182442,-1.75832799422,-0.980239494258,-1.37960946539,-1.0902703293,-1.37495938205,-1.55803692473,-1.78560283997,-1.11522957257,-1.42085540466,-0.86686225158,-1.37543545979
Account Management,0.745789521891,-0.90198993565,-1.22935433955,-1.05068086269,-1.25595328022,-0.971870510739,-1.10205353171,-1.01694683706,-1.48379381781,-1.64039436374,-1.89667765173,-2.46050109032,-1.3731110824,-1.35966805522,-1.08847609532,-1.66203304038
Disputes,-1.0337067356,-0.973764325349,-1.10842823901,-1.40094986677,0.289193876508,-1.53796447805,-0.84864200281,-0.494852175123,-1.12699795731,-1.06909666057,-1.43653003914,-1.33641474126,-1.1648964797,-0.977028486032,-1.32619793963,-1.23209947771
Scheduling Appointments,-1.82096391278,-1.39047268126,-1.02620784148,-1.0775651213,-1.27242330864,-1.4069478006,-1.06414216725,-1.10898370098,-1.0534682716,-1.31111982248,-0.366120035116,-1.199827598,0.484711102625,-1.44072802216,-1.24821093549,-1.17204395145
Warranty & Repairs,-0.699558097367,-0.349610373496,-1.08003212758,-1.36387877923,-0.949067103735,-1.90829186272,-1.05680096559,-1.56299149065,-1.09887199572,-1.48621849326,-1.75632260953,-1.44570600045,-1.32224752701,-1.32602059017,-0.0116350704986,-1.15440055966
Purchase Pricing Enquiry,-1.6800226372,-1.33180427661,-0.979767984435,-0.584319757844,-0.504954723637,-1.37882025599,-0.955830756613,-2.26411230155,-0.91898224865,-1.55746180952,-1.50027563754,0.265150388489,-2.1416000041,-0.721651423908,-1.23120783583,-1.09833778098
Purchase Pricing Enquiry,-1.44437264592,-0.43164272555,-1.01930808535,-0.945083521302,-0.68420252951,-1.44555940618,-0.990624675395,-0.714268336932,-1.0702150908,-1.49261972859,-1.71839572367,0.147818415725,-0.908010172893,-1.11746011574,-1.42745636545,-1.2013788904
Account Management,1.17585205378,-1.56897702255,-1.25977153084,-1.36030397779,-1.37853808992,-1.3709453085,-0.998614469493,-1.5120955453,-0.998023932212,-1.18053811693,-1.64083833353,-1.19534436759,-1.43937412226,-1.22891015207,-1.27081213912,-1.3227742979
Fees and charges,-1.70248874139,-1.99095182036,-1.24451374757,-1.7392282142,-0.186583213712,0.776509999972,-1.15210025369,-1.26904503194,-1.29833332904,-1.13193624064,-1.02094914513,-1.55130660513,-1.43717031527,-1.08756512852,-1.52381078491,-1.28961950742
Fees and charges,-2.14524321295,-1.20599744751,-1.13160387196,-1.18693304674,-1.06396526545,0.760106482657,-1.23009340788,-0.263435365166,-1.22636220295,-1.47961543559,-1.6016680436,-1.01704040904,-1.33484684433,-1.5244876893,-1.45391182705,-1.30026701682
Purchase Pricing Enquiry,-1.66194655036,-1.27903949221,-1.2160434973,-1.31694680869,-1.62376321977,-1.30542267322,-1.33533079162,-1.20017766942,-1.33099239969,-1.63910421043,-0.931187518294,0.736093776259,-1.33544654761,-1.25776082056,-1.43508977834,-1.3601734673
Disputes,-1.44076358402,-0.41379106503,-1.15068919713,-1.38188263378,-0.151109652444,-0.853516904798,-0.965377105047,-0.469091730457,-1.09585665845,-1.29321684832,-1.46528416067,-1.42372972629,-1.57897244327,-1.10685071326,-1.76037459102,-1.23302702848
Product or Service Quality issues,-1.4281925069,-0.813871880243,-1.12385426853,-0.767576363459,-1.0420128455,-2.05206280802,-1.25858933129,-1.15769634594,-1.19580201888,-1.45720442143,-0.207255815418,-1.22602578573,-1.28649049815,-1.05081511324,-1.61783460738,-1.3524503129
Account Management,0.157016197567,-1.73902913232,-1.31190259455,-1.4405418298,-0.32449227708,-0.819981127318,-0.899722088007,-1.05003205218,-1.34921967686,-1.4023220483,-1.70446815265,-1.74087852355,-1.97389062781,-1.50329755005,-1.07260549029,-1.28128134455
Billing & Payments,-2.32738697814,1.25589815734,-1.2053812504,-0.976642692346,-1.16621353071,-1.4446176407,-1.18317254436,-1.44362341102,-1.21813562322,-1.61144945417,-1.55540630493,-2.15229490668,-1.68279381984,-0.748507525417,-1.69288675398,-0.988951201174
Account Management,0.206005712531,-0.961686419142,-0.95803026772,-1.08045720371,-1.08105292002,-0.723444175221,-0.854639294434,-1.78582008327,-1.00221809977,-1.13251407854,-1.32405501678,-1.41689648831,-1.21857714086,-1.30185515021,-1.22172401012,-1.15291779799
Fees and charges,-1.67972032581,-1.29030313322,-1.09421857598,-1.42949608448,-0.751250423482,0.914487030546,-1.18095636963,-0.657474578041,-1.12680959556,-1.11349490041,-1.07677642652,-1.30995627621,-1.11979838744,-1.41465345407,-1.38050319494,-1.15615739465
Billing & Payments,-0.801957665853,0.209289047739,-1.30669585077,-1.27493609748,-1.37376896526,-1.85223846553,-1.28970437408,-1.41519373162,-1.3122190679,-1.79606260872,-2.24664907227,-1.75970933237,-1.39410934048,-1.33637512274,-0.840575162412,-1.61248689677
Account Management,1.07796547025,-1.15480874597,-1.21906105401,-1.43311308454,-1.19866067884,-0.775714025788,-1.18575680685,-1.44019025278,-1.3736219678,-1.79912032919,-1.95282214375,-1.63730223843,-1.49812602041,-1.92345377488,-1.12450276375,-1.65272363166
Disputes,-1.28195151778,-0.699722880388,-1.14621799035,-1.65437997949,9.01858998072e-05,-0.303239044654,-0.829227616515,-1.15090953493,-1.12766362818,-1.25589620744,-1.5385602873,-1.78609766787,-1.60166580503,-1.73400061477,-1.52944616765,-1.07735500437
"Discounts, Offers, Promotions",-0.0783741154585,-1.21825873625,-1.36482622008,0.530316223522,-1.30247160277,-1.33373055001,-1.3043747514,-1.84107153733,-1.36259155176,-1.62037814805,-1.49339477523,-0.956937192241,-1.78601674906,-1.40392465339,-1.18190685535,-1.3603880531
"Modifications, Cancellation and Refunds",-1.07094464802,-0.721622574772,-1.390386063,-1.0237529255,-1.37555655837,-1.14818135068,-1.17814045525,-0.122564238905,-1.01006232222,-1.66285706969,-1.09079935787,-1.97366384741,-1.67036028387,-1.38299082943,-1.22808297688,-1.10682653788
Billing & Payments,-1.07737516577,0.777368267231,-1.43607367182,-1.33779877821,-1.10470180609,-1.68154494925,-1.44881795874,-1.2858996727,-1.28477027337,-1.6903733111,-1.95238070441,-1.96040347309,-1.36377039753,-1.76934475926,-0.89949655879,-1.34945323585
"Discounts, Offers, Promotions",-0.510780243529,-1.56976078046,-1.16821451644,-0.176794245418,-0.980033042639,-1.06937167806,-0.949397090701,-1.16582152382,-1.07644198898,-1.48464328097,-1.572885243,-1.66328968625,-1.3151106082,-1.47767010872,-0.99659908996,-1.17581968773
Account Management,-0.110610623856,-0.281412576499,-1.20874350069,-0.271236136601,-1.31513228282,-1.50481253104,-1.18455879513,-2.55101105549,-1.20376658146,-1.54562771573,-1.15672412193,-0.836371891319,-1.61984419695,-1.49841048913,-0.787773912837,-1.10447655062
Account Management,1.17027396249,-0.786107847636,-1.33819580192,-1.0717636446,-1.31278204507,-1.94706899722,-1.18503490887,-1.83897618565,-1.26179647407,-1.40987017662,-2.33820211365,-1.17110009755,-1.26517888796,-1.28351263622,-1.15812291926,-1.2848296988
Fees and charges,-0.39960285297,-1.5586828484,-1.2823023051,-1.126432976,-1.9493404087,0.738498611681,-1.22666676956,-1.51988232501,-1.36883210236,-1.74415078466,-1.14635428944,-1.67805216427,-1.03688938169,-1.57746300335,-1.252324274,-1.58941532374
Billing & Payments,-0.997532634516,0.436529126978,-1.10003076814,-0.984880311046,-1.21382165562,-1.41942174047,-1.00177349149,-1.50212421638,-1.12341180087,-0.982522220693,-1.23001511663,-0.685642385017,-1.53681322417,-1.44097243062,-1.56445865475,-1.02887417036
Warranty & Repairs,-0.267644349641,-1.17128056956,-0.948418316621,-1.04932011019,-1.49828567511,-1.48938818865,-1.08408664866,-1.58268954633,-1.09223627943,-1.14049837515,-1.37059996569,-1.00312343294,-1.45944668094,-1.2665071894,0.105130894111,-1.12988172447
Account Management,0.842497737504,-0.862755532409,-1.09399514932,-0.970491259862,-1.2303678857,-1.4586083361,-1.03632513641,-1.20163223386,-1.21568391867,-1.27089754756,-1.94010778057,-1.56364223912,-1.20381627211,-1.35382662718,-1.34824685458,-1.30211124403
Fees and charges,-0.468886820967,-1.32742165957,-0.816685953428,-1.33040666035,-1.00336942725,-0.129945371661,-0.940992080074,-1.93032360244,-1.11214214783,-0.440311108422,-1.04602578551,-1.22473826951,-1.2970362553,-1.28446974463,-1.25763539901,-1.23402138002
"Discounts, Offers, Promotions",-0.866317390071,-0.979557601601,-1.14536162503,-0.254213811538,-0.977769869557,-1.84719712677,-0.908578479085,-1.70002829435,-1.07534919064,-1.44451419108,-1.30813625826,-1.17782256469,-0.861637447954,-0.783533704038,-0.912786307362,-0.993969775644
Account Management,0.660448859114,-0.743945004964,-1.13443505275,-1.15926916878,-1.05231188888,-1.12405553399,-1.22337077749,-1.16929885319,-1.2542737947,-1.16818986295,-1.35774048281,-1.80654610045,-1.29086387978,-0.861153885553,-1.58301474528,-1.06175388835
Fees and charges,-1.09834318803,-1.39954378379,-1.11720836195,-1.41953056403,-1.2326279555,1.0691333911,-0.990609406298,-1.73014267467,-1.08752830518,-1.13284547453,-1.087234405,-1.3335434834,-1.39008304535,-1.36473915265,-1.21294453717,-1.14153274588
Account Management,1.02178969963,-1.01739997329,-1.10266211223,-1.33799447901,-1.23676671016,-1.5002936596,-0.99449046965,-1.40385177764,-1.20366985242,-1.32154260393,-2.13912257223,-1.59603294,-1.24921143588,-1.38863845296,-1.29856299347,-1.3238045928
"Discounts, Offers, Promotions",-0.365619674055,-1.66868954631,-0.957762820117,0.48258250207,-1.58234441184,-1.78836438294,-0.978659428026,-2.15931894755,-1.01085295058,-1.06325239597,-1.35817388348,-1.46447448162,-1.24958431127,-1.27410670304,-1.36690360176,-1.27180365489
Account Management,0.0647432861822,-0.258960022019,-1.22801670598,-1.51957836628,-1.09802839266,-1.26278637492,-1.02497630159,-0.87651000955,-1.21151217167,-1.83088832087,-1.88523066383,-2.16814792146,-1.63888793294,-1.77117943847,-1.08124058991,-1.69203518134
"Discounts, Offers, Promotions",-1.10697604414,-1.24783798915,-1.27198272584,0.804616261403,-1.65650438247,-1.50209189496,-1.29306632358,-1.05622805605,-1.16084556189,-1.69354517637,-1.4131160949,-2.01445690424,-1.34891995054,-1.43579036063,-1.32742270288,-1.02093305224
Billing & Payments,-1.56530202809,1.05722485485,-1.06719433686,-1.31012165193,-1.33430307524,-1.48614819437,-1.03904791583,-2.28620753719,-0.988191775618,-1.10653773284,-1.62975732876,-1.81834636831,-1.11173993641,-1.51416882441,-1.58282639002,-1.02821723949
Billing & Payments,-1.76440056102,0.243676276479,-1.48044431881,-1.43461173658,0.0130568559526,-0.950210554951,-1.2299496963,-1.54486991871,-1.23632508623,-1.64845199695,-1.22172113351,-2.14868007043,-2.05345606466,-2.0026001165,-1.19064564534,-1.2899256226
Account Management,0.151505152425,-1.01893136517,-1.09385853586,-1.38281051693,-0.919080541087,-0.942262819975,-1.20909588986,-0.580022081303,-1.10987119669,-1.41785682434,-0.997125046516,-1.23145678759,-1.39397583519,-1.51779556358,-1.65127322997,-1.29551710217
Complaints,-1.63378074569,-0.458404008591,-0.430141646949,-0.845792460326,-1.46714702895,-1.2228045859,-1.45489147981,-0.872057218258,-1.49137488312,-1.85729723311,-1.48556889785,-1.35074452792,-0.54821327979,-1.38120362308,-1.33040185272,-1.16304479222
Fees and charges,-1.55052555963,-1.11026457065,-1.04748979836,-1.49518538503,-1.83470567327,0.366791644373,-0.816667307042,-0.817615598446,-0.907283176727,-0.905938859372,-1.3889678545,-0.879776559134,-1.12058435403,-1.3746495237,-1.13588237915,-0.979044554983
Purchase Pricing Enquiry,-2.49268766046,-0.907312349437,-1.00172225871,-1.10051109399,-1.09168269063,-1.67752102853,-1.24283016409,-0.749027891582,-1.2284087163,-0.973620444261,-1.99447897469,0.822146227337,-1.29211138744,-1.67524130115,-2.06008871616,-1.22391579569
Fees and charges,-0.774082182035,-1.73472003602,-1.12837638302,-1.38315852653,-1.19117640439,-0.31372865952,-1.09503216678,-0.584744210742,-1.2363145849,-1.14742628434,-1.2878252372,-1.3096731441,-0.788627317738,-1.94926636816,-0.607943627742,-1.37460936649
Account Management,-0.25060630202,-0.718451411532,-1.05846484532,-1.08023004526,-1.41270434829,-0.4985366463,-0.539452895334,-1.45696011486,-1.0888861119,-1.10963808059,-1.68125563997,-1.23189924951,-1.22899819714,-1.32628726177,-1.53729352309,-1.25839648902
Billing & Payments,-2.07583608511,0.464506558952,-1.32920467196,-0.904303280798,-0.740135695083,-0.226951769611,-1.42604372928,-1.10430467153,-1.48574363086,-2.23052313903,-1.48056364267,-1.63048899295,-1.80297663783,-1.62940710968,-1.63488088817,-1.03190473119
Billing & Payments,-0.450155522595,1.0759339261,-1.36581593942,-0.972974727114,-1.72737522434,-1.34087388747,-1.43326990284,-1.51522360136,-1.45988824491,-2.18610225624,-2.04936398952,-2.96949876496,-1.58453372084,-1.52791969153,-1.32043010526,-1.38605959026
Billing & Payments,-1.04425825068,0.474455271115,-1.26673193937,-0.931739502143,-0.677671378474,-1.59167433383,-1.28568580374,-1.0411435453,-1.32753514941,-1.44005530643,-1.19260575285,-1.84324849631,-1.37738671148,-1.2865604629,-1.32388865316,-1.42704337959
"Discounts, Offers, Promotions",-1.86789081344,-1.40588171754,-1.08963875147,1.3929320362,-1.47832009699,-1.32899497038,-1.01698931095,-2.39784352061,-1.01725119525,-1.81648877425,-1.35274915065,-1.79936532711,-1.31187138137,-1.44949798411,-0.817944672028,-1.20849372605
Product or Service Quality issues,-0.284875639683,-1.22731567966,-1.00005312837,-1.82141516431,-1.08781002098,-1.25022389948,-1.08977670115,-1.1944580286,-1.11697753224,-1.00748166103,0.234369992215,-1.51872469643,-0.668911758849,-1.46071348786,-0.999167478989,-1.00667154432
Product or Service Quality issues,-1.47670943591,-1.20250046623,-1.06658164979,-0.708395289415,-1.48229185122,-1.34923197937,-1.04870080665,-1.52201064437,-0.906465082511,-1.40302671881,0.531066835466,-1.41126664133,-0.870888162663,-1.34829460144,-1.5009610209,-1.32633122349
Account Management,0.323475371306,-0.72695879492,-1.12938554753,-1.07873175234,-1.37645766768,-1.30835739439,-0.841943493154,-1.5137488241,-1.09132334723,-1.17446806368,-1.15490738831,-1.4423930412,-1.11468444822,-1.23597097663,-1.31058790933,-1.06699582204
"Modifications, Cancellation and Refunds",-1.0758361007,-0.454335089305,-1.19597205417,-1.17975234107,-2.02245793467,-1.92875433574,-1.27709688584,0.18854157924,-1.27793502371,-1.3265508104,-1.81724137061,-1.50589826896,-1.06439784101,-1.54674046065,-1.51705971129,-0.982044400935
Product or Service Details,-0.883310640873,-1.02441952494,-0.94687336014,-1.04584040978,-1.36045458887,-1.61638944466,-1.00505488663,-1.32852019837,-0.718911898362,0.149104001095,-1.43017107589,-0.918194039634,-1.09040506297,-0.877148837477,-1.1215473923,-0.923373011396
Billing & Payments,-0.860811133686,1.01754874038,-1.31056841965,-0.992378837486,-1.31654079426,-2.04335504213,-1.28746133387,-2.07908413412,-1.39089160988,-1.65119277896,-1.6232426705,-1.48707822658,-1.20331049202,-1.79136772787,-1.08103591694,-1.35903773936
Website Issue,-1.44701246083,-0.985748446124,-1.32483634409,-0.82149009982,-1.2765667168,-1.44416938768,-1.41610600596,-1.14241191048,-0.934414578861,-2.32601352092,-1.46879134255,-1.76367190633,-1.44766430432,-0.151086706282,-1.45803833614,-0.0913867178328
"Discounts, Offers, Promotions",-1.75032331339,-2.41883445889,-1.16219054193,1.00928097153,-1.58732588468,-2.13711285356,-1.22352763055,-1.7444439926,-1.07320371992,-1.25757946653,-1.47100096788,-1.40034266677,-1.46062287263,-1.56661402732,-0.687134459236,-1.19883195141
Purchase Pricing Enquiry,-0.91036906419,-1.23627374283,-1.15384588033,-0.630104923151,-1.07072645737,-1.26929860719,-1.18957793533,-1.48826639793,-1.15139664665,-1.40438045953,-1.1830380678,0.366020101414,-1.46002933466,-1.28311364711,-1.45873862066,-1.29803311527
Account Management,0.543048913004,-0.425254744866,-1.10305899667,-1.0907786681,-1.79905405151,-0.975317524724,-1.25743869749,-1.93465743622,-1.19767449867,-1.40666596334,-1.39501847818,-1.36132723787,-0.888202562969,-1.15660605456,-1.23049818726,-1.14957218691
Billing & Payments,-2.25056464434,0.435968838442,-1.12909174778,-0.373191750962,-0.276007407404,-1.58289741543,-1.15249022939,-0.860703396113,-1.36480352302,-1.68096449748,-1.49241517293,-1.77934778234,-1.32034075602,-1.21883663024,-1.41445577784,-1.39838628778
Billing & Payments,-1.1134317696,0.123902756437,-1.31379769788,-1.36469837103,-1.2357780437,-1.45406832219,-1.18425607297,-1.69072797937,-1.14297388122,-1.56841793189,-1.8577834655,-2.02313122942,-1.71078662894,-1.50860162916,-0.633334344217,-1.20868289639
Fees and charges,-1.40163523869,-1.08787566661,-0.937417763593,-1.18144910315,-1.66583953876,1.27913707571,-0.846704088892,-1.48207970566,-0.933237082077,-1.00479286945,-1.13227916087,-1.47100767561,-1.13221433808,-1.40560115526,-1.11953039458,-0.927154145607
Billing & Payments,-1.24059901049,-0.596151295274,-1.33590305349,-0.733196609913,-1.47775129067,-1.97788256797,-1.33084697901,-1.64149247727,-1.3223002904,-1.22464895566,-1.65726865908,-0.606951462843,-0.965365422695,-2.05869122457,-1.50763729196,-1.43635404435
Account Management,0.37831433212,-0.976993299579,-0.934575642267,-1.1633173123,-1.41613655584,-1.43943250916,-0.855028915874,-1.35157689798,-1.00712921965,-1.17064145967,-1.39135555945,-0.994243647793,-1.34849842996,-1.70887811482,-1.278132363,-1.26089321878
